!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592091&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,A.J. Achter,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=595918&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,A.J. Cole,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=543590&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kirk Nieuwenhuis,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1529,284,111,53,2,29,22,3,13,.236,.472,.236,.338
,,,Sinker,922,195,39,23,0,39,16,1,8,.328,.544,.215,.378
,,,Change,586,123,42,13,0,14,7,0,5,.211,.390,.179,.276
,,,Slider,421,111,58,8,2,9,8,0,4,.189,.369,.180,.347
,,,Curve,432,83,39,3,1,9,2,0,0,.133,.157,.024,.250
,,,Cutter,174,46,15,2,0,7,2,0,0,.196,.239,.044,.290
,,,Split,139,47,19,0,0,4,2,0,0,.128,.170,.043,.214
,,,Slow Curve,12,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=501981&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Khris Davis,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,2625,556,176,66,8,52,31,4,52,.250,.601,.351,.265
,,,Sinker,1467,383,36,29,15,77,26,1,27,.342,.627,.285,.325
,,,Change,484,128,50,12,5,13,7,0,5,.195,.367,.172,.274
,,,Slider,1819,408,148,33,1,47,17,0,17,.199,.365,.167,.263
,,,Curve,695,183,64,6,0,22,9,1,14,.251,.541,.290,.305
,,,Cutter,672,138,35,13,1,18,5,0,9,.232,.464,.232,.245
,,,Split,235,63,35,4,1,4,1,0,2,.111,.222,.111,.192
,,,Knuckler,37,7,2,0,0,1,0,0,2,.429,1.286,.857,.333
,,,Slow Curve,16,8,1,0,0,1,0,0,0,.125,.125,.000,.143
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=453241&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kris Johnson,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,6,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=594777&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kole Calhoun,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,2918,660,129,91,1,125,33,2,23,.277,.438,.161,.315
,,,Sinker,1558,367,40,50,0,65,16,8,20,.297,.548,.251,.290
,,,Change,1212,303,58,12,0,50,11,3,8,.238,.373,.135,.270
,,,Slider,864,233,98,7,3,34,10,0,3,.202,.283,.082,.333
,,,Curve,925,224,68,6,2,33,11,0,5,.219,.335,.116,.291
,,,Cutter,590,153,34,11,2,28,5,0,5,.248,.379,.131,.290
,,,Split,280,66,17,2,0,9,3,0,4,.242,.470,.227,.267
,,,Knuckler,95,23,5,1,1,5,1,0,0,.261,.304,.044,.333
,,,Slow Curve,12,3,2,1,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=425542&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Koyie Hill,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,768,184,41,20,0,34,10,1,2,.255,.353,.098,.319
,,,Sinker,576,170,30,10,0,27,9,0,3,.229,.335,.106,.263
,,,Change,304,83,26,4,0,12,3,0,0,.181,.217,.036,.263
,,,Slider,231,57,31,3,1,7,3,1,0,.193,.281,.088,.423
,,,Curve,360,73,50,3,0,4,1,0,0,.069,.082,.014,.217
,,,Cutter,113,24,9,0,0,3,0,0,2,.208,.458,.250,.231
,,,Split,85,26,10,2,0,3,0,1,0,.154,.231,.077,.250
,,,Knuckler,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=543939&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kolten Wong,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,2143,465,65,52,17,89,25,2,8,.267,.381,.114,.296
,,,Sinker,1412,364,27,29,7,74,16,6,9,.289,.440,.151,.293
,,,Change,779,227,33,6,0,33,11,3,11,.256,.476,.220,.257
,,,Slider,659,153,54,14,9,16,9,1,2,.183,.294,.111,.268
,,,Curve,733,130,49,4,6,18,5,2,3,.215,.354,.139,.321
,,,Cutter,377,109,15,4,2,9,4,2,2,.156,.284,.128,.163
,,,Split,155,45,14,0,0,8,3,1,1,.289,.467,.178,.400
,,,Knuckler,21,6,0,0,0,0,1,1,0,.333,.833,.500,.333
,,,Screwball,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=450665&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kris Medlen,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,193,29,15,7,0,2,2,0,0,.138,.207,.069,.286
,,,Sinker,119,19,7,3,1,2,1,0,0,.158,.211,.053,.250
,,,Change,21,9,4,0,0,1,0,0,0,.111,.111,.000,.200
,,,Slider,19,7,6,0,0,1,0,0,0,.143,.143,.000,1.000
,,,Curve,42,20,8,0,0,3,1,0,0,.200,.250,.050,.333
,,,Cutter,25,6,1,0,0,1,0,0,1,.333,.833,.500,.250
,,,Split,7,5,4,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,4,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592178&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kris Bryant,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,2554,560,138,80,17,99,32,8,36,.313,.591,.279,.360
,,,Sinker,1445,335,53,46,17,79,23,2,5,.325,.451,.125,.376
,,,Change,662,154,75,18,6,16,8,0,7,.201,.390,.188,.333
,,,Slider,1611,314,110,43,1,45,18,1,12,.242,.420,.178,.333
,,,Curve,704,141,64,10,3,11,8,1,9,.206,.468,.262,.294
,,,Cutter,517,121,25,10,0,15,8,2,5,.248,.471,.223,.275
,,,Split,74,11,2,2,0,1,1,0,1,.273,.636,.364,.250
,,,Knuckler,14,4,0,0,0,0,3,0,0,.750,1.500,.750,.750
,,,Slow Curve,4,1,0,0,0,0,1,0,0,1.000,2.000,1.000,1.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=502117&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kris Negron,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,488,101,22,14,1,16,5,3,2,.257,.426,.168,.312
,,,Sinker,185,56,8,3,2,12,4,0,3,.339,.571,.232,.356
,,,Change,44,9,6,2,0,0,1,0,0,.111,.222,.111,.333
,,,Slider,196,55,26,1,0,8,0,0,0,.146,.146,.000,.276
,,,Curve,78,22,6,1,1,4,1,1,2,.364,.773,.409,.429
,,,Cutter,52,13,3,1,0,2,0,0,1,.231,.462,.231,.222
,,,Split,11,2,1,0,1,0,0,0,0,.000,.000,.000,.000
,,,Screwball,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=607457&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kyle Barraclough,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,4,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,2,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=641490&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kyle Crockett,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=605195&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kyle Crick,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=475138&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kyle Drabek,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,8,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,1,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=452035&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kyle Blanks,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,974,205,87,29,7,17,12,2,12,.210,.463,.254,.293
,,,Sinker,615,129,21,15,5,35,8,0,4,.364,.519,.155,.414
,,,Change,113,26,17,1,1,2,1,0,0,.115,.154,.039,.333
,,,Slider,608,147,54,7,2,19,11,0,5,.238,.415,.177,.341
,,,Curve,264,61,28,2,1,3,2,0,1,.098,.180,.082,.156
,,,Cutter,232,46,13,4,1,9,3,0,2,.304,.500,.196,.387
,,,Split,59,12,8,1,0,0,0,0,0,.000,.000,.000,.000
,,,Knuckler,17,3,0,0,0,2,1,0,0,1.000,1.333,.333,1.000
,,,Slow Curve,4,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=571657&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kyle Farmer,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,90,17,3,2,2,4,2,0,0,.353,.471,.118,.429
,,,Sinker,18,5,0,0,0,1,0,0,0,.200,.200,.000,.200
,,,Change,6,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,61,13,5,1,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,17,3,1,0,0,1,0,0,0,.333,.333,.000,.500
,,,Cutter,4,1,0,0,0,0,1,0,0,1.000,2.000,1.000,1.000
,,,Split,8,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,1,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=502043&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kyle Gibson,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,35,10,4,1,0,2,0,0,0,.200,.200,.000,.333
,,,Change,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,7,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=607536&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kyle Freeland,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,108,19,13,1,0,3,1,0,0,.211,.263,.053,.667
,,,Sinker,52,10,4,0,0,1,0,0,0,.100,.100,.000,.167
,,,Change,9,4,0,0,0,2,1,0,0,.750,1.000,.250,.750
,,,Slider,19,5,3,1,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,29,13,9,1,0,0,0,0,1,.077,.308,.231,.000
,,,Cutter,9,3,0,0,0,1,0,0,0,.333,.333,.000,.333
,,,Split,4,2,1,0,0,1,0,0,0,.500,.500,.000,1.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=435559&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kurt Suzuki,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,5577,1280,144,105,23,229,65,2,26,.252,.366,.115,.267
,,,Sinker,2801,767,57,50,29,156,39,2,18,.280,.407,.127,.285
,,,Change,629,174,46,6,5,27,6,0,3,.207,.293,.086,.264
,,,Slider,2248,555,103,18,5,82,21,0,17,.216,.346,.130,.237
,,,Curve,981,248,38,9,6,51,20,0,4,.302,.432,.129,.345
,,,Cutter,1049,261,25,18,3,49,21,1,3,.284,.406,.123,.305
,,,Split,185,55,19,1,3,7,4,0,2,.236,.418,.182,.324
,,,Knuckler,130,32,1,2,1,9,0,0,3,.375,.656,.281,.321
,,,Screwball,4,1,0,0,1,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,8,2,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=543309&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kyle Higashioka,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,37,7,2,1,0,1,0,0,1,.286,.714,.429,.250
,,,Sinker,22,6,2,1,0,2,0,0,0,.333,.333,.000,.500
,,,Change,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,24,9,2,0,0,1,0,0,0,.111,.111,.000,.143
,,,Curve,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,3,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=571812&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kyle Jensen,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,67,16,4,3,1,4,0,0,0,.250,.250,.000,.333
,,,Sinker,18,1,0,2,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,40,7,6,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,12,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,3,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Split,2,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=543294&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kyle Hendricks,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,336,80,38,2,0,7,1,0,0,.100,.113,.013,.191
,,,Sinker,141,35,10,1,0,8,0,0,0,.229,.229,.000,.320
,,,Change,8,3,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,80,23,14,0,1,0,0,0,0,.000,.000,.000,.000
,,,Curve,35,15,9,0,0,1,1,0,0,.133,.200,.067,.333
,,,Cutter,59,18,7,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=452718&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kyle Kendrick,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,509,90,30,10,1,8,5,1,1,.167,.278,.111,.237
,,,Sinker,255,55,13,2,0,9,1,0,0,.182,.200,.018,.238
,,,Change,14,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,148,49,25,0,0,6,1,0,0,.143,.163,.020,.292
,,,Curve,77,31,14,0,0,3,0,0,0,.097,.097,.000,.177
,,,Cutter,62,15,11,0,0,1,0,0,0,.067,.067,.000,.250
,,,Split,4,2,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=605323&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kyle Kubitza,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,99,18,5,5,0,5,0,0,1,.333,.500,.167,.417
,,,Sinker,41,7,2,2,0,2,0,0,0,.286,.286,.000,.400
,,,Change,40,9,5,0,0,2,0,0,0,.222,.222,.000,.500
,,,Slider,26,8,6,0,0,1,0,0,0,.125,.125,.000,.500
,,,Curve,20,4,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,5,3,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Split,4,0,0,1,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=643414&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kyle Lloyd,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=543456&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kyle Lobstein,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,2,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=573016&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kyle Martin,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=346798&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kyle Lohse,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,482,95,21,4,1,15,0,0,0,.158,.158,.000,.203
,,,Sinker,331,82,9,1,1,12,2,0,0,.171,.195,.024,.192
,,,Change,20,5,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,152,57,16,0,0,5,1,0,0,.105,.123,.018,.146
,,,Curve,92,28,15,0,0,1,0,0,0,.036,.036,.000,.077
,,,Cutter,79,23,6,0,0,7,0,0,0,.304,.304,.000,.412
,,,Split,10,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=519015&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kyle McPherson,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,8,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,6,0,0,1,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,2,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,4,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,9,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=657681&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kyle McGrath,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,3,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=594986&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kyle Ryan,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592621&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kyle Parker,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,213,45,21,4,1,3,4,0,1,.178,.333,.156,.304
,,,Sinker,72,22,4,0,0,6,0,0,0,.273,.273,.000,.333
,,,Change,23,9,4,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,94,29,8,0,0,4,0,0,1,.172,.276,.103,.200
,,,Curve,46,13,6,0,0,1,1,0,1,.231,.539,.308,.333
,,,Cutter,27,5,2,0,0,0,1,0,0,.200,.400,.200,.333
,,,Split,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=656941&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kyle Schwarber,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1333,267,91,47,2,34,6,1,21,.232,.498,.266,.265
,,,Sinker,676,141,29,29,0,23,8,0,13,.312,.645,.333,.313
,,,Change,492,110,28,8,2,12,6,1,10,.264,.609,.346,.264
,,,Slider,433,80,35,7,5,6,2,0,5,.163,.375,.213,.200
,,,Curve,435,88,36,3,0,12,3,0,3,.205,.341,.136,.306
,,,Cutter,247,47,11,10,0,7,1,0,6,.298,.702,.404,.267
,,,Split,77,15,5,4,0,2,0,0,1,.200,.400,.200,.222
,,,Knuckler,27,5,4,1,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592835&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kyle Waldrop,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,88,23,1,1,1,6,1,0,0,.304,.348,.044,.318
,,,Sinker,45,10,2,0,0,2,0,1,0,.300,.500,.200,.375
,,,Change,42,9,1,0,0,1,0,0,0,.111,.111,.000,.125
,,,Slider,32,10,4,0,0,2,1,0,0,.300,.400,.100,.500
,,,Curve,11,2,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,7,1,0,1,0,0,0,0,0,.000,.000,.000,.000
,,,Split,1,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=493117&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kyuji Fujikawa,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=543788&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kyle Skipworth,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,96,18,3,5,1,3,2,0,0,.278,.389,.111,.333
,,,Sinker,46,8,1,1,0,2,0,0,1,.375,.750,.375,.333
,,,Change,27,3,2,0,1,0,0,0,0,.000,.000,.000,.000
,,,Slider,14,3,3,1,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,10,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,4,2,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Split,6,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=622092&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kyle Zimmer,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=458681&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Lance Lynn,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,458,75,40,5,0,2,4,0,0,.080,.133,.053,.171
,,,Sinker,244,47,18,1,1,5,0,0,0,.106,.106,.000,.172
,,,Change,10,3,0,1,0,1,0,0,0,.333,.333,.000,.333
,,,Slider,98,42,22,0,0,5,1,0,0,.143,.167,.024,.300
,,,Curve,89,35,24,0,0,2,0,0,0,.057,.057,.000,.182
,,,Cutter,49,10,5,0,0,1,0,0,0,.100,.100,.000,.200
,,,Split,6,2,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Knuckler,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=572122&balls=-1&strikes=-1&b_hand=R&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Kyle Seager,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
