!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592091&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,A.J. Achter,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=595918&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,A.J. Cole,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Split,71,23,9,1,0,3,1,1,1,.261,.522,.261,.385
,,,Knuckler,10,0,0,2,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=624428&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adam Frazier,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1155,229,32,30,4,47,13,2,7,.301,.467,.166,.326
,,,Sinker,591,146,23,12,1,30,6,0,3,.267,.370,.103,.300
,,,Change,277,81,8,4,0,15,2,2,0,.235,.309,.074,.260
,,,Slider,391,95,16,7,4,18,6,2,1,.284,.421,.137,.333
,,,Curve,285,63,17,1,1,13,1,2,0,.254,.333,.079,.348
,,,Cutter,155,41,2,3,0,8,1,1,0,.244,.317,.073,.256
,,,Split,61,21,3,0,0,3,2,0,0,.238,.333,.095,.278
,,,Knuckler,20,3,1,2,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=594809&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adam Eaton,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,4086,676,121,136,28,149,42,7,12,.311,.447,.136,.365
,,,Sinker,2069,468,56,48,9,117,23,5,4,.318,.415,.096,.355
,,,Change,874,272,38,12,0,50,15,3,10,.287,.474,.188,.304
,,,Slider,1030,303,85,9,4,48,12,8,6,.244,.396,.152,.321
,,,Curve,1025,293,74,3,3,47,9,6,2,.218,.311,.092,.286
,,,Cutter,553,142,19,4,3,26,7,4,2,.275,.423,.148,.306
,,,Split,208,68,19,0,0,16,2,1,0,.279,.338,.059,.388
,,,Knuckler,82,18,3,2,0,4,0,1,0,.278,.389,.111,.333
,,,Slow Curve,28,12,3,0,0,0,0,0,1,.083,.333,.250,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=641553&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adam Engel,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,906,200,72,19,4,23,8,3,2,.180,.280,.100,.270
,,,Sinker,404,89,13,7,4,15,8,1,4,.315,.562,.247,.333
,,,Change,120,39,13,2,0,5,2,0,1,.205,.333,.128,.280
,,,Slider,444,106,44,2,2,11,0,1,1,.123,.170,.047,.197
,,,Curve,208,46,24,0,3,8,0,0,0,.174,.174,.000,.364
,,,Cutter,168,38,10,1,1,4,2,0,0,.158,.211,.053,.214
,,,Split,17,4,1,1,0,1,0,0,0,.250,.250,.000,.333
,,,Knuckler,6,2,0,0,0,1,0,0,0,.500,.500,.000,.500
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592473&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adam Kolarek,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=571893&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adam Liberatore,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,4,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,5,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=429400&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adam Loewen,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,211,51,16,6,2,8,2,0,5,.294,.628,.333,.333
,,,Sinker,91,20,1,5,0,3,1,0,1,.250,.450,.200,.222
,,,Change,55,9,2,0,0,2,1,0,1,.444,.889,.444,.500
,,,Slider,68,9,6,1,0,1,0,0,0,.111,.111,.000,.333
,,,Curve,58,10,7,1,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,11,3,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,Split,4,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Knuckler,16,5,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=607030&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adam McCreery,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=446192&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adam Moore,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,707,154,45,14,1,18,12,1,8,.253,.500,.247,.307
,,,Sinker,321,70,16,8,3,13,4,0,1,.257,.357,.100,.321
,,,Change,119,35,14,1,0,7,1,0,0,.229,.257,.029,.381
,,,Slider,298,89,31,0,0,14,2,0,0,.180,.202,.023,.276
,,,Curve,127,25,11,0,0,2,0,0,0,.080,.080,.000,.143
,,,Cutter,96,23,2,1,0,7,0,0,0,.304,.304,.000,.333
,,,Split,8,4,1,1,1,0,0,0,0,.000,.000,.000,.000
,,,Knuckler,5,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,2,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=430945&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adam Jones,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,8120,1833,372,113,31,317,86,11,109,.285,.523,.237,.306
,,,Sinker,4565,1158,108,65,38,249,56,7,32,.297,.440,.143,.307
,,,Change,2262,691,132,22,6,143,31,1,24,.288,.440,.152,.327
,,,Slider,3987,1181,278,28,6,201,57,5,43,.259,.425,.166,.306
,,,Curve,2496,685,238,17,9,120,28,2,24,.254,.406,.152,.355
,,,Cutter,1862,473,68,22,2,87,23,0,21,.277,.459,.182,.287
,,,Split,469,161,53,5,1,20,6,1,3,.186,.292,.106,.257
,,,Knuckler,259,58,8,5,0,10,0,0,4,.241,.448,.207,.217
,,,Screwball,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,17,4,0,0,0,1,1,0,0,.500,.750,.250,.500
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=605388&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adam Morgan,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,105,24,7,2,0,2,1,0,0,.125,.167,.042,.177
,,,Sinker,78,19,4,0,0,1,1,0,0,.105,.158,.053,.133
,,,Change,8,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,14,6,5,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,21,7,6,0,0,1,0,0,0,.143,.143,.000,1.000
,,,Cutter,8,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=425560&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adam LaRoche,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,5732,1252,272,176,5,199,85,4,80,.294,.560,.266,.320
,,,Sinker,3776,907,133,108,2,176,60,2,29,.294,.461,.167,.320
,,,Change,2031,476,99,40,0,58,20,2,20,.210,.387,.177,.224
,,,Slider,2249,466,231,46,3,51,12,1,13,.165,.279,.114,.288
,,,Curve,1911,407,163,19,2,53,16,1,11,.199,.324,.125,.300
,,,Cutter,1118,222,58,22,2,39,10,0,13,.279,.500,.221,.325
,,,Split,640,146,46,14,0,9,6,1,7,.158,.356,.199,.172
,,,Knuckler,127,21,3,6,0,2,0,0,1,.143,.286,.143,.118
,,,Slow Curve,32,6,3,0,0,1,0,0,0,.167,.167,.000,.333
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=493603&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adam Ottavino,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,38,8,5,1,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,48,6,5,0,0,0,0,0,0,.000,.000,.000,.000
,,,Change,7,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,Slider,9,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,13,4,4,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,9,3,1,0,0,1,0,0,0,.333,.333,.000,.500
,,,Split,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=452252&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adam Lind,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,6772,1303,294,145,10,221,87,4,56,.282,.484,.202,.327
,,,Sinker,4033,850,78,101,2,194,49,1,30,.322,.488,.166,.329
,,,Change,1969,548,66,28,0,94,19,2,37,.277,.522,.245,.258
,,,Slider,2188,626,188,27,4,79,42,1,28,.240,.444,.205,.298
,,,Curve,1968,594,177,14,1,83,31,2,21,.231,.396,.165,.293
,,,Cutter,1174,309,60,16,0,50,17,2,11,.259,.434,.175,.290
,,,Split,481,166,39,4,0,19,7,0,11,.223,.464,.241,.224
,,,Knuckler,78,20,4,1,0,5,0,0,1,.300,.450,.150,.333
,,,Screwball,2,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,20,5,2,0,0,2,0,0,0,.400,.400,.000,.667
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592644&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adam Plutko,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,6,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=608724&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adam Walker,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,16,4,1,0,0,3,0,0,0,.750,.750,.000,1.000
,,,Change,4,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=425794&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adam Wainwright,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,863,191,53,14,0,22,12,0,5,.204,.346,.141,.256
,,,Sinker,551,136,21,7,0,14,9,2,0,.184,.279,.096,.217
,,,Change,106,33,19,2,0,3,1,0,0,.121,.152,.030,.286
,,,Slider,305,104,47,0,0,15,5,0,1,.202,.279,.077,.357
,,,Curve,259,81,39,0,0,8,2,0,1,.136,.198,.062,.244
,,,Cutter,162,35,8,0,0,7,1,0,0,.229,.257,.029,.296
,,,Split,26,7,3,0,0,2,1,0,0,.429,.571,.143,.750
,,,Knuckler,2,1,0,0,0,0,0,0,1,1.000,4.000,3.000,.000
,,,Slow Curve,5,2,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=489267&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adam Rosales,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,2489,573,146,69,4,85,24,3,29,.246,.450,.204,.281
,,,Sinker,1473,364,49,39,8,73,23,1,4,.278,.379,.102,.312
,,,Change,614,166,51,9,1,21,7,1,5,.205,.349,.145,.264
,,,Slider,1180,266,114,8,4,29,5,1,2,.139,.188,.049,.233
,,,Curve,683,140,73,1,1,23,2,0,1,.186,.221,.036,.379
,,,Cutter,544,135,27,7,3,19,6,0,5,.222,.378,.156,.243
,,,Split,73,19,7,3,1,1,1,0,0,.105,.158,.053,.167
,,,Knuckler,14,3,0,0,0,0,1,0,1,.667,2.000,1.333,.500
,,,Slow Curve,4,1,0,0,0,1,0,0,0,1.000,1.000,.000,1.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=476589&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adam Warren,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,21,4,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,8,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Cutter,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=573244&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adam Wilk,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,4,2,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=640470&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adbert Alzolay,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592665&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Addison Reed,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,4,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Sinker,3,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,1,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=611177&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adonis Garcia,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,1220,291,44,15,2,60,17,0,10,.299,.461,.162,.325
,,,Sinker,602,151,8,10,3,34,9,0,5,.318,.477,.159,.312
,,,Change,272,78,18,0,2,12,3,0,4,.244,.436,.192,.268
,,,Slider,717,212,53,2,0,30,9,0,2,.193,.264,.071,.248
,,,Curve,288,76,15,2,0,17,1,0,3,.276,.408,.132,.310
,,,Cutter,203,58,4,1,0,9,3,0,3,.259,.466,.207,.235
,,,Split,31,13,1,1,0,1,2,0,2,.385,1.000,.615,.300
,,,Knuckler,14,2,2,1,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=608365&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Addison Russell,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,2732,555,163,74,5,83,32,3,19,.247,.418,.171,.316
,,,Sinker,1385,348,42,32,9,67,20,1,11,.285,.443,.158,.298
,,,Change,623,149,49,7,1,16,10,1,7,.228,.450,.222,.290
,,,Slider,1533,354,122,19,4,52,16,1,10,.223,.359,.136,.311
,,,Curve,705,178,54,3,2,27,7,0,4,.214,.320,.107,.283
,,,Cutter,538,134,32,8,1,22,7,3,4,.269,.455,.187,.327
,,,Split,70,21,10,0,0,1,0,0,2,.143,.429,.286,.111
,,,Knuckler,23,5,0,0,0,1,1,0,0,.400,.600,.200,.400
,,,Slow Curve,5,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=605288&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adrian Houser,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=543589&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adrian Nieto,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,224,44,15,4,0,7,2,0,1,.227,.341,.114,.321
,,,Sinker,104,24,4,1,0,6,1,0,1,.333,.500,.167,.368
,,,Change,69,22,6,1,0,3,1,0,0,.182,.227,.046,.250
,,,Slider,50,14,9,0,1,3,0,0,0,.214,.214,.000,.600
,,,Curve,51,10,8,1,1,1,0,0,0,.100,.100,.000,.500
,,,Cutter,62,11,1,3,0,3,0,0,0,.273,.273,.000,.300
,,,Split,12,3,1,0,0,1,0,0,0,.333,.333,.000,.500
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=588751&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adeiny Hechavarria,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,3604,808,191,66,0,144,34,14,8,.248,.354,.106,.315
,,,Sinker,2166,630,44,23,3,154,21,5,2,.289,.348,.059,.308
,,,Change,650,219,33,4,1,50,8,1,2,.279,.352,.073,.321
,,,Slider,1741,518,108,12,0,80,16,8,9,.218,.332,.114,.259
,,,Curve,912,261,49,5,1,49,8,1,2,.230,.291,.061,.276
,,,Cutter,690,175,29,10,0,37,5,5,1,.274,.377,.103,.324
,,,Split,150,64,9,0,0,14,3,1,1,.297,.422,.125,.333
,,,Knuckler,6,2,0,0,0,1,0,0,0,.500,.500,.000,.500
,,,Slow Curve,1,1,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592716&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adrian Sampson,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=506703&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adrian Sanchez,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,142,41,10,0,0,6,6,0,0,.293,.439,.146,.387
,,,Sinker,90,28,10,0,0,5,0,0,0,.179,.179,.000,.278
,,,Change,24,6,1,1,0,1,0,0,0,.167,.167,.000,.200
,,,Slider,61,16,5,1,0,2,3,0,0,.313,.500,.188,.455
,,,Curve,32,10,4,0,0,1,0,0,0,.100,.100,.000,.167
,,,Cutter,26,3,0,0,1,0,0,0,0,.000,.000,.000,.000
,,,Split,8,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=592570&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Akeel Morris,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=518545&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adron Chambers,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,287,52,12,8,1,10,3,2,1,.308,.500,.192,.385
,,,Sinker,119,29,8,0,0,4,0,0,0,.138,.138,.000,.191
,,,Change,51,13,3,0,0,4,0,0,0,.308,.308,.000,.400
,,,Slider,95,18,5,0,2,5,0,0,0,.278,.278,.000,.385
,,,Curve,64,18,11,2,0,1,1,1,0,.167,.333,.167,.429
,,,Cutter,18,4,3,0,0,0,0,0,0,.000,.000,.000,.000
,,,Split,21,8,4,1,0,0,1,0,0,.125,.250,.125,.250
,,,Knuckler,4,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=456379&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Al Alburquerque,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=134181&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adrian Beltre,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,8581,2211,263,155,17,417,144,7,111,.307,.529,.222,.309
,,,Sinker,5423,1397,105,88,17,304,94,0,58,.326,.518,.192,.323
,,,Change,2223,517,91,35,4,97,35,1,21,.298,.491,.193,.328
,,,Slider,4378,1005,212,51,8,182,43,1,39,.264,.425,.161,.300
,,,Curve,2174,529,118,19,1,84,29,2,23,.261,.454,.193,.296
,,,Cutter,1906,450,68,32,4,90,26,3,22,.313,.531,.218,.331
,,,Split,415,93,18,9,1,17,7,1,2,.290,.452,.161,.343
,,,Knuckler,121,31,7,3,0,3,0,0,1,.129,.226,.097,.130
,,,Screwball,3,2,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,13,5,3,0,1,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=641427&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Alan Busenitz,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=408236&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Adrian Gonzalez,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,10577,2321,396,249,20,402,154,3,116,.291,.510,.219,.309
,,,Sinker,5559,1245,131,158,11,286,85,1,65,.351,.578,.227,.355
,,,Change,2768,715,147,46,1,109,37,1,38,.259,.473,.214,.277
,,,Slider,3148,867,283,67,5,131,27,1,34,.223,.374,.151,.289
,,,Curve,2337,544,145,14,3,88,29,2,11,.239,.360,.121,.307
,,,Cutter,1726,457,71,24,1,97,29,0,10,.298,.427,.129,.335
,,,Split,669,197,49,8,0,38,9,0,10,.289,.487,.198,.341
,,,Knuckler,36,10,2,0,0,2,0,0,1,.300,.600,.300,.286
,,,Screwball,5,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slow Curve,19,4,1,0,0,0,2,0,0,.500,1.000,.500,.667
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=656061&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Albert Abreu,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=544150&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Albert Suarez,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,33,10,0,0,0,1,2,0,0,.300,.500,.200,.300
,,,Sinker,34,9,7,0,0,1,0,0,0,.111,.111,.000,.500
,,,Change,1,0,0,0,0,0,0,0,0,.000,.000,.000,.000
,,,Slider,4,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Curve,1,1,1,0,0,0,0,0,0,.000,.000,.000,.000
,,,Split,4,2,2,0,0,0,0,0,0,.000,.000,.000,.000
,,,
!NEW_PLAYER!,http://www.brooksbaseball.net/h_tabs.php?player=546991&balls=-1&strikes=-1&b_hand=-1&time=month&minmax=ci&var=ra&s_type=2&gFilt=&startDate=&endDate=,Albert Almora,Pitch Type,Count,AB,K,BB,HBP,1B,2B,3B,HR,BAA,SLG,ISO,BABIP
,,,Fourseam,938,264,21,18,1,63,27,3,8,.383,.599,.216,.396
,,,Sinker,422,113,11,8,0,29,4,0,2,.310,.398,.089,.330
,,,Change,274,69,14,5,0,11,2,0,2,.217,.333,.116,.245
,,,Slider,510,137,45,4,0,21,6,1,3,.226,.350,.124,.315
,,,Curve,309,73,30,2,0,11,4,0,1,.219,.315,.096,.357
,,,Cutter,150,48,6,1,0,10,3,0,1,.292,.417,.125,.317
